id;name;dev;adm;dip;mil;goods;trade_area;flag;country;religion;culture;cult_group;type;continent;large_region;region;area
392;Al-Arid;3.0;1.0;1.0;1.0;Livestock;Basra;;Najd;Sunni;Bedouin;Levantine;Land;Asia;Near East;Arabia;al-Qasim
393;Jabal Shammar;3.0;1.0;1.0;1.0;Grain;Basra;;Shammar;Sunni;Bedouin;Levantine;Land;Asia;Near East;Arabia;An Nafud
394;Al-Qatif;3.0;1.0;1.0;1.0;Fish;Basra;;Haasa;Shia;Khaleeji;Levantine;Land;Asia;Near East;Arabia;Bahrain
395;Qatar;5.0;2.0;2.0;1.0;Gems;Basra;;Haasa;Shia;Khaleeji;Levantine;Land;Asia;Near East;Arabia;Bahrain
396;Bahrain;4.0;1.0;1.0;2.0;Gems;Basra;;Haasa;Shia;Khaleeji;Levantine;Land;Asia;Near East;Arabia;Bahrain
397;Bani Yas;3.0;1.0;1.0;1.0;Livestock;Hormuz;;Hormuz;Shia;Khaleeji;Levantine;Land;Asia;Near East;Arabia;Pirate Coast
398;Qawasim;5.0;2.0;2.0;1.0;Livestock;Hormuz;;Hormuz;Ibadi;Khaleeji;Levantine;Land;Asia;Near East;Arabia;Pirate Coast
399;Batinah;9.0;3.0;3.0;3.0;Grain;Hormuz;;Hormuz;Ibadi;Omani;Levantine;Land;Asia;Near East;Arabia;Muscat
400;Muscat;9.0;4.0;4.0;1.0;Gems;Hormuz;Coastal Center of Trade;Hormuz;Ibadi;Omani;Levantine;Land;Asia;Near East;Arabia;Muscat
401;Dhofar;3.0;1.0;1.0;1.0;Incense;Gulf of Aden;;Mahra;Sunni;Mahri;Levantine;Land;Asia;Near East;Arabia;Dhofar
402;Qishn;3.0;1.0;1.0;1.0;Incense;Gulf of Aden;;Mahra;Sunni;Mahri;Levantine;Land;Asia;Near East;Arabia;Mahra
403;Nizwa;9.0;3.0;3.0;3.0;Wool;Hormuz;;Oman;Ibadi;Omani;Levantine;Land;Asia;Near East;Arabia;Oman
404;Liwa;3.0;1.0;1.0;1.0;Spices;Hormuz;;Yas;Sunni;Khaleeji;Levantine;Land;Asia;Near East;Arabia;Pirate Coast
405;Tadmor;4.0;1.0;1.0;2.0;Livestock;Aleppo;;Fadl;Sunni;Bedouin;Levantine;Land;Asia;Near East;Mashriq;Syrian Desert
406;Haditha;6.0;2.0;2.0;2.0;Livestock;Basra;;Qara Qoyunlu;Sunni;Mashriqi;Levantine;Land;Asia;Near East;Mashriq;Iraq Arabi
407;Ar Raqqa;3.0;1.0;1.0;1.0;Livestock;Aleppo;;Aq Qoyunlu;Sunni;Syrian;Levantine;Land;Asia;Near East;Mashriq;Al Jazira
408;Basra;11.0;3.0;3.0;5.0;Salt;Basra;Euphrates Estuary;Mushasha;Shia;Mashriqi;Levantine;Land;Asia;Near East;Mashriq;Basra
409;Karbala;6.0;2.0;2.0;2.0;Wool;Basra;Religious Center;Qara Qoyunlu;Shia;Mashriqi;Levantine;Land;Asia;Near East;Mashriq;Iraq Arabi
410;Baghdad;12.0;4.0;4.0;4.0;Cloth;Basra;Inland Center of Trade;Qara Qoyunlu;Sunni;Mashriqi;Levantine;Land;Asia;Near East;Mashriq;Iraq Arabi
411;Mosul;12.0;4.0;4.0;4.0;Cloth;Aleppo;;Qara Qoyunlu;Sunni;Kurdish;Iranian;Land;Asia;Near East;Mashriq;Al Jazira
412;Ahvaz;9.0;4.0;4.0;1.0;Sugar;Basra;;Mushasha;Shia;Mashriqi;Levantine;Land;Asia;Persia;Persia;Khuzestan
413;Khorramabad;8.0;3.0;3.0;2.0;Grain;Basra;;24px L;Shia;Luri;Iranian;Land;Asia;Persia;Persia;Luristan
414;Hamadan;6.0;2.0;2.0;2.0;Cloth;Basra;;Ajam;Shia;Luri;Iranian;Land;Asia;Persia;Persia;Luristan
415;Kirkuk;9.0;3.0;3.0;3.0;Grain;Basra;;Qara Qoyunlu;Sunni;Kurdish;Iranian;Land;Asia;Persia;Persia;Shahrizor
416;Tabriz;17.0;7.0;7.0;3.0;Silk;Persia;Inland Center of Trade;Qara Qoyunlu;Shia;Azerbaijani;Iranian;Land;Asia;Persia;Persia;Tabriz
417;Lahijan;12.0;5.0;5.0;2.0;Silk;Persia;;Gilan;Shia;Mazandarani;Iranian;Land;Asia;Persia;Persia;Tabarestan
418;Diyarbakir;8.0;3.0;3.0;2.0;Livestock;Aleppo;;Aq Qoyunlu;Sunni;Kurdish;Iranian;Land;Asia;Near East;Anatolia;Kurdistan
419;Yerevan;11.0;4.0;4.0;3.0;Wine;Persia;;Qara Qoyunlu;Coptic;Armenian;Caucasian;Land;Asia;Near East;Caucasia;Armenia
420;Ganja;6.0;2.0;2.0;2.0;Cotton;Persia;;Qara Qoyunlu;Shia;Azerbaijani;Iranian;Land;Asia;Near East;Caucasia;Armenia
421;Shirvan;8.0;3.0;3.0;2.0;Silk;Persia;Kura Estuary;Shirvan;Shia;Azerbaijani;Iranian;Land;Asia;Near East;Caucasia;Shirvan
422;Imereti;9.0;3.0;3.0;3.0;Cloth;Crimea;;Imereti;Orthodox;Georgian;Caucasian;Land;Europe;Near East;Caucasia;Imereti
423;Tbilisi;10.0;4.0;4.0;2.0;Dyes;Crimea;;Georgia;Orthodox;Georgian;Caucasian;Land;Europe;Near East;Caucasia;Kartli-Kakheti
424;Ardabil;9.0;3.0;3.0;3.0;Dyes;Persia;;Ardabil;Shia;Azerbaijani;Iranian;Land;Asia;Near East;Caucasia;Shirvan
425;Dagestan;7.0;3.0;3.0;1.0;Fish;Astrakhan;;Shirvan;Shia;Dagestani;Caucasian;Land;Europe;Near East;Caucasia;Dagestan
426;Amol;10.0;4.0;4.0;2.0;Silk;Persia;;Mazandaran;Shia;Mazandarani;Iranian;Land;Asia;Persia;Persia;Tabarestan
427;Qumis;3.0;1.0;1.0;1.0;Wool;Persia;;Khorasan;Shia;Khorasani;Iranian;Land;Asia;Persia;Persia;Iraq-e-Ajam
428;Teheran;14.0;5.0;5.0;4.0;Silk;Persia;;Ajam;Shia;Persian;Iranian;Land;Asia;Persia;Persia;Iraq-e-Ajam
429;Isfahan;11.0;4.0;4.0;3.0;Paper;Persia;Inland Center of Trade;Ajam;Shia;Persian;Iranian;Land;Asia;Persia;Persia;Isfahan
430;Dashtistan;7.0;3.0;3.0;1.0;Silk;Hormuz;;Fars;Shia;Persian;Iranian;Land;Asia;Persia;Persia;Gulf Coast
431;Mogostan;9.0;4.0;4.0;1.0;Spices;Hormuz;;Timurids;Shia;Khaleeji;Levantine;Land;Asia;Persia;Persia;Mogostan
432;Kerman;7.0;2.0;3.0;2.0;Paper;Hormuz;;Timurids;Shia;Persian;Iranian;Land;Asia;Persia;Persia;Kerman
433;Yazd;6.0;2.0;2.0;2.0;Paper;Persia;;Timurids;Zoroastrian;Persian;Iranian;Land;Asia;Persia;Persia;Isfahan
434;Quhistan;7.0;2.0;2.0;3.0;Livestock;Hormuz;;Baluchistan;Sunni;Baluchi;Iranian;Land;Asia;Persia;Khorasan;Makran
435;Zaranj;6.0;2.0;2.0;2.0;Wool;Hormuz;;Sistan;Sunni;Khorasani;Iranian;Land;Asia;Persia;Khorasan;Sistan
436;Birjand;6.0;2.0;2.0;2.0;Cotton;Persia;;Timurids;Sunni;Khorasani;Iranian;Land;Asia;Persia;Khorasan;Birjand
437;Kopet Dag;3.0;1.0;1.0;1.0;Livestock;Samarkand;;Transoxiana;Sunni;Turkmeni;Altaic;Land;Asia;Tartary;Central Asia;Transcaspia
438;Karakum;3.0;1.0;1.0;1.0;Livestock;Samarkand;;Transoxiana;Sunni;Turkmeni;Altaic;Land;Asia;Tartary;Central Asia;Transcaspia
439;Mangyshlak;3.0;1.0;1.0;1.0;Fish;Samarkand;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Transcaspia
440;Qaraqalpak;9.0;3.0;3.0;3.0;Wool;Samarkand;;Uzbek;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Khiva
441;Khiva;9.0;3.0;3.0;3.0;Wool;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Khiva
442;Bukhara;15.0;5.0;5.0;5.0;Salt;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Transoxiana
443;Ustyurt;6.0;2.0;2.0;2.0;Livestock;Samarkand;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Transcaspia
444;Charjuy;6.0;2.0;2.0;2.0;Livestock;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Persia;Khorasan;Merv
445;Merv;8.0;3.0;3.0;2.0;Cotton;Samarkand;;Transoxiana;Sunni;Turkmeni;Altaic;Land;Asia;Persia;Khorasan;Merv
446;Herat;13.0;5.0;5.0;3.0;Paper;Persia;;Timurids;Sunni;Khorasani;Iranian;Land;Asia;Persia;Khorasan;Herat
447;Kandahar;7.0;2.0;2.0;3.0;Cotton;Kashmir;;Afghanistan;Sunni;Afghan;Iranian;Land;Asia;Persia;Khorasan;Ghor
448;Gazni;7.0;2.0;2.0;3.0;Grain;Kashmir;;Afghanistan;Sunni;Afghan;Iranian;Land;Asia;Persia;Khorasan;Kabulistan
449;Ghor;8.0;2.0;2.0;4.0;Wool;Kashmir;;Timurids;Sunni;Afghan;Iranian;Land;Asia;Persia;Khorasan;Ghor
450;Balkh;9.0;3.0;3.0;3.0;Cotton;Kashmir;;Timurids;Sunni;Afghan;Iranian;Land;Asia;Persia;Khorasan;Balkh
451;Kabul;12.0;4.0;4.0;4.0;Gems;Kashmir;Inland Center of Trade;Afghanistan;Sunni;Afghan;Iranian;Land;Asia;Persia;Khorasan;Kabulistan
452;Badakhshan;3.0;1.0;1.0;1.0;Gems;Kashmir;;Timurids;Sunni;Afghan;Iranian;Land;Asia;Persia;Khorasan;Kabulistan
453;Qarshi;4.0;1.0;1.0;2.0;Cotton;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Transoxiana
454;Samarkand;21.0;7.0;7.0;7.0;Paper;Samarkand;Inland Center of Trade;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Transoxiana
455;Kyzylkum;3.0;1.0;1.0;1.0;Livestock;Samarkand;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Kyzylkum
456;Turkestan;3.0;1.0;1.0;1.0;Grain;Samarkand;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Syr Darya
457;Tashkent;9.0;3.0;3.0;3.0;Tea;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Arys
458;Kokand;12.0;4.0;4.0;4.0;Iron;Samarkand;;Transoxiana;Sunni;Uzbek;Altaic;Land;Asia;Tartary;Central Asia;Ferghana
459;Taraz;5.0;1.0;1.0;3.0;Cloth;Samarkand;;Chagatai;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Jetysuu
460;Uzkend;12.0;4.0;4.0;4.0;Wool;Samarkand;;Chagatai;Sunni;Kyrgyz;Altaic;Land;Asia;Tartary;Central Asia;Ferghana
461;Almaty;6.0;2.0;2.0;2.0;Cloth;Samarkand;;Chagatai;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Jetysuu
462;Odishi;6.0;2.0;2.0;2.0;Wine;Crimea;;Imereti;Orthodox;Georgian;Caucasian;Land;Europe;Near East;Caucasia;Imereti
463;Circassia;7.0;2.0;2.0;3.0;Livestock;Crimea;;Circassia;Orthodox;Circassian;Caucasian;Land;Europe;Near East;Caucasia;Circassia
464;Astrakhan;15.0;5.0;5.0;5.0;Wool;Astrakhan;Volga Estuary;Great Horde;Sunni;Astrakhani;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Astrakhan
465;Nogay;9.0;3.0;3.0;3.0;Salt;Astrakhan;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Nogai
466;Sarai;17.0;6.0;6.0;5.0;Wool;Astrakhan;;Great Horde;Sunni;Astrakhani;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Astrakhan
467;Borisoglebsk;6.0;2.0;2.0;2.0;Livestock;Astrakhan;;Great Horde;Sunni;Mishar;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Lower Don
468;Manych;5.0;2.0;2.0;1.0;Livestock;Astrakhan;;Great Horde;Sunni;Astrakhani;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Astrakhan
469;Ryn;3.0;1.0;1.0;1.0;Fish;Astrakhan;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Lower Yik
470;Bayuly;6.0;2.0;2.0;2.0;Livestock;Astrakhan;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Nogai
471;Alimuly;6.0;2.0;2.0;2.0;Livestock;Astrakhan;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Nogai
472;Zhetyru;6.0;2.0;2.0;2.0;Naval supplies;Astrakhan;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Nogai
473;Samara;7.0;3.0;3.0;1.0;Livestock;Kazan;;Kazan;Sunni;Kazani;Tatar;Land;Europe;Eastern Europe;Ural;Samara
474;Yaik;6.0;2.0;2.0;2.0;Iron;Astrakhan;;Nogai;Sunni;Nogai;Tatar;Land;Asia;Tartary;Central Asia;Lower Yik
475;Bashkortostan;9.0;3.0;3.0;3.0;Wool;Kazan;;Kazan;Sunni;Bashkir;Tatar;Land;Europe;Eastern Europe;Ural;Bashkiria
476;Kypshak;18.0;6.0;6.0;6.0;Grain;Samarkand;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Kazakhstan
477;Nadym;6.0;2.0;2.0;2.0;Wool;Samarkand;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Balchash
478;Argyn;6.0;2.0;2.0;2.0;Wool;Samarkand;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;Central Asia;Balchash
479;Kerey;6.0;2.0;2.0;2.0;Copper;Siberia;;Uzbek;Sunni;Kazakh;Altaic;Land;Asia;Tartary;West Siberia;Yrtesh
480;Pegaya Orda;3.0;1.0;1.0;1.0;Unknown;Siberia;;;Tengri;Kyrgyz;Altaic;Land;Asia;Tartary;West Siberia;Ob
481;Bermuda;3.0;1.0;1.0;1.0;Unknown;Caribbean;;;;;;Land;North America;Central America;Caribbeans;Greater Antilles
482;Bahamas;5.0;2.0;2.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Lucayan Archipelago
483;Turks Islands;7.0;3.0;3.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;North America;Central America;Caribbeans;Lucayan Archipelago
484;Havana;11.0;5.0;5.0;1.0;Unknown;Caribbean;Important Natural Harbor;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;West Cuba
485;Moron;6.0;2.0;3.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;West Cuba
486;Guantanamo;6.0;2.0;3.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;East Cuba
487;Jamaica;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Greater Antilles
488;Les Cayes;6.0;2.0;3.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Hispaniola
489;Tortuga;5.0;2.0;2.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Hispaniola
490;Barahonas;6.0;2.0;3.0;1.0;Unknown;Caribbean;Important Natural Harbor;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Hispaniola
491;Curacao;7.0;3.0;3.0;1.0;Unknown;Caribbean;Important Natural Harbor;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Greater Antilles
492;Borikén;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Greater Antilles
493;St. Thomas;9.0;4.0;4.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Leeward Islands
494;St. Kitts;9.0;4.0;4.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Leeward Islands
495;Antigua;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;North America;Central America;Caribbeans;Leeward Islands
496;Guadelupe;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;North America;Central America;Caribbeans;Leeward Islands
497;Dominica;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;North America;Central America;Caribbeans;Windward Islands
498;Martinique;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;North America;Central America;Caribbeans;Windward Islands
499;St. Lucia;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;North America;Central America;Caribbeans;Windward Islands
500;St. Vincent;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Windward Islands
501;Barbados;10.0;4.0;5.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;North America;Central America;Caribbeans;Windward Islands
502;Trinidad;10.0;4.0;5.0;1.0;Unknown;Amazonas;;;Animist;Carib;Caribbean;Land;North America;South America;Colombia;Guyana
503;Kutch;3.0;1.0;1.0;1.0;Salt;Indus;;Kathiawar;Hindu;Gujarati;Western Aryan;Land;Asia;India;Western India;Saurashtra
504;Thatta;11.0;4.0;4.0;3.0;Cotton;Indus;Indus Estuary;Sind;Sunni;Sindhi;Western Aryan;Land;Asia;India;Western India;Sindh
505;Sehwan;9.0;3.0;3.0;3.0;Silk;Indus;;Sind;Sunni;Sindhi;Western Aryan;Land;Asia;India;Western India;Sindh
506;Multan;20.0;8.0;8.0;4.0;Cloth;Kashmir;;Multan;Sunni;Panjabi;Hindustani;Land;Asia;India;Hindustan;Multan
507;Lahore;28.0;11.0;12.0;5.0;Silk;Kashmir;Inland Center of Trade;Delhi;Hindu;Panjabi;Hindustani;Land;Asia;India;Hindustan;Lahore
508;Kashmir;9.0;3.0;3.0;3.0;Paper;Kashmir;;Kashmir;Hindu;Kashmiri;Hindustani;Land;Asia;India;Hindustan;Kashmir
509;Kangra;5.0;2.0;2.0;1.0;Cotton;Kashmir;;Kangra;Hindu;Panjabi;Hindustani;Land;Asia;India;Hindustan;Himalayan Hills
510;Sirhind;13.0;5.0;5.0;3.0;Cotton;Kashmir;;Delhi;Hindu;Panjabi;Hindustani;Land;Asia;India;Hindustan;Sirhind
511;Garhwal;3.0;1.0;1.0;1.0;Cotton;Kashmir;;Garhwal;Hindu;Nepali;Eastern Aryan;Land;Asia;India;Hindustan;Himalayan Hills
512;Jangladesh;3.0;1.0;1.0;1.0;Livestock;Indus;;Jangladesh;Hindu;Rajput;Western Aryan;Land;Asia;India;Western India;Marwar
513;Jaisalmer;3.0;1.0;1.0;1.0;Wool;Indus;;Jaisalmer;Hindu;Rajput;Western Aryan;Land;Asia;India;Western India;Marwar
514;Marwar;9.0;3.0;3.0;3.0;Livestock;Indus;;Mewar;Hindu;Rajput;Western Aryan;Land;Asia;India;Western India;Marwar
515;Girnar;5.0;2.0;2.0;1.0;Sugar;Indus;;Kathiawar;Hindu;Gujarati;Western Aryan;Land;Asia;India;Western India;Saurashtra
516;Baroda;14.0;6.0;6.0;2.0;Silk;Goa;;Gujarat;Hindu;Gujarati;Western Aryan;Land;Asia;India;Western India;Tapti
517;Surat;19.0;8.0;8.0;3.0;Silk;Goa;Coastal Center of Trade;Gujarat;Hindu;Gujarati;Western Aryan;Land;Asia;India;Western India;Tapti
518;Chittor;8.0;3.0;3.0;2.0;Grain;Indus;;Mewar;Hindu;Rajput;Western Aryan;Land;Asia;India;Western India;Mewar
519;Dhundar;10.0;4.0;3.0;3.0;Copper;Doab;;Dhundhar;Hindu;Rajput;Western Aryan;Land;Asia;India;Western India;Jaipur
520;Mewat;3.0;1.0;1.0;1.0;Glass;Doab;;Mewat;Hindu;Rajput;Western Aryan;Land;Asia;India;Western India;Jaipur
521;Kathiawar;9.0;4.0;3.0;2.0;Dyes;Indus;;Gujarat;Hindu;Gujarati;Western Aryan;Land;Asia;India;Western India;Saurashtra
522;Delhi;20.0;8.0;8.0;4.0;Silk;Doab;Inland Center of Trade;Delhi;Hindu;Hindvi;Hindustani;Land;Asia;India;Hindustan;Upper Doab
523;Lucknow;20.0;8.0;8.0;4.0;Glass;Doab;;Jaunpur;Hindu;Avadhi;Hindustani;Land;Asia;India;Hindustan;Oudh
524;Central Doab;25.0;10.0;11.0;4.0;Dyes;Doab;Inland Center of Trade;Jaunpur;Hindu;Hindvi;Hindustani;Land;Asia;India;Hindustan;Central Doab
525;Gird;8.0;3.0;3.0;2.0;Dyes;Doab;;Gwalior;Hindu;Hindvi;Hindustani;Land;Asia;India;Hindustan;Central Doab
526;Mandu;17.0;6.0;7.0;4.0;Dyes;Goa;;Malwa;Hindu;Malvi;Western Aryan;Land;Asia;India;Western India;Malwa
527;Khandesh;18.0;7.0;7.0;4.0;Cotton;Goa;;Khandesh;Hindu;Malvi;Western Aryan;Land;Asia;India;Western India;Malwa
528;Hadoti;9.0;3.0;3.0;3.0;Cotton;Indus;;Hadoti;Hindu;Rajput;Western Aryan;Land;Asia;India;Western India;Mewar
529;North Konkan;10.0;4.0;4.0;2.0;Cloth;Goa;;Gujarat;Hindu;Marathi;Western Aryan;Land;Asia;India;Western India;Konkan
530;South Konkan;10.0;4.0;4.0;2.0;Spices;Goa;;Vijayanagar;Hindu;Marathi;Western Aryan;Land;Asia;India;Western India;Konkan
531;North Kanara;10.0;4.0;4.0;2.0;Spices;Goa;;Vijayanagar;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Kanara
532;Raichur Doab;15.0;5.0;6.0;4.0;Cloth;Goa;;Bahmanis;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Maidan
533;Mysore;14.0;5.0;5.0;4.0;Iron;Ceylon;;Mysore;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Mysore
534;Malabar;9.0;3.0;4.0;2.0;Spices;Ceylon;Coastal Center of Trade;Malabar;Hindu;Malayalam;Dravidian;Land;Asia;India;Deccan;Kerala
535;Kochin;6.0;2.0;2.0;2.0;Spices;Ceylon;;Kochin;Hindu;Malayalam;Dravidian;Land;Asia;India;Deccan;Kerala
536;Madurai;18.0;7.0;7.0;4.0;Silk;Ceylon;;Vijayanagar;Hindu;Tamil;Dravidian;Land;Asia;India;Coromandel;Madura
537;Venad;5.0;2.0;1.0;2.0;Spices;Ceylon;;Venad;Hindu;Malayalam;Dravidian;Land;Asia;India;Deccan;Kerala
538;Kongu;9.0;3.0;4.0;2.0;Incense;Ceylon;;Vijayanagar;Hindu;Tamil;Dravidian;Land;Asia;India;Coromandel;Carnatic
539;Tondainadu;15.0;6.0;6.0;3.0;Cloth;Ceylon;Coastal Center of Trade;Vijayanagar;Hindu;Telugu;Dravidian;Land;Asia;India;Coromandel;Coromandel
540;Coromandel;21.0;8.0;8.0;5.0;Cloth;Ceylon;Coastal Center of Trade;Vijayanagar;Hindu;Tamil;Dravidian;Land;Asia;India;Coromandel;Coromandel
541;Vijayanagar;16.0;6.0;6.0;4.0;Grain;Ceylon;;Vijayanagar;Hindu;Kannada;Dravidian;Land;Asia;India;Deccan;Rayalaseema
542;Golconda;18.0;7.0;7.0;4.0;Gems;Goa;Diamonds of Golconda;Bahmanis;Hindu;Telugu;Dravidian;Land;Asia;India;Deccan;Telingana
543;Velanadu;15.0;5.0;6.0;4.0;Gems;Bengal;Krishna Estuary;Andhra;Hindu;Telugu;Dravidian;Land;Asia;India;Coromandel;Andhra
544;Ahmadnagar;10.0;4.0;4.0;2.0;Cotton;Goa;;Bahmanis;Hindu;Marathi;Western Aryan;Land;Asia;India;Deccan;Desh
545;Marathwada;14.0;6.0;5.0;3.0;Paper;Goa;;Bahmanis;Hindu;Marathi;Western Aryan;Land;Asia;India;Deccan;Maharashtra
546;East Berar;9.0;3.0;3.0;3.0;Cotton;Goa;;Bahmanis;Hindu;Gondi;Central Indian;Land;Asia;India;Deccan;Maharashtra
547;Bastar;3.0;1.0;1.0;1.0;Tropical Wood;Bengal;;Bastar;Hindu;Gondi;Central Indian;Land;Asia;India;Bengal;Garjat
548;West Berar;10.0;4.0;3.0;3.0;Copper;Goa;;Bahmanis;Hindu;Marathi;Western Aryan;Land;Asia;India;Deccan;Maharashtra
549;Kalingandhra;8.0;3.0;3.0;2.0;Cotton;Bengal;;Orissa;Hindu;Telugu;Dravidian;Land;Asia;India;Coromandel;Andhra
550;Mahakoshal;8.0;3.0;2.0;3.0;Grain;Doab;;Gondwana;Hindu;Gondi;Central Indian;Land;Asia;India;Deccan;Gondwana
551;Mandla;8.0;3.0;2.0;3.0;Tropical Wood;Doab;;Gondwana;Hindu;Gondi;Central Indian;Land;Asia;India;Deccan;Gondwana
552;Cuttack;17.0;6.0;7.0;4.0;Cloth;Bengal;;Orissa;Hindu;Oriya;Eastern Aryan;Land;Asia;India;Bengal;Orissa
553;Sambalpur;4.0;2.0;1.0;1.0;Cotton;Bengal;;Garjat;Hindu;Garjati;Central Indian;Land;Asia;India;Bengal;Garjat
554;Baisi Rajya;5.0;2.0;2.0;1.0;Wool;Lhasa;;Nepal;Hindu;Nepali;Eastern Aryan;Land;Asia;India;Hindustan;Nepal
555;Jaunpur;15.0;6.0;6.0;3.0;Paper;Doab;;Jaunpur;Hindu;Avadhi;Hindustani;Land;Asia;India;Hindustan;Purvanchal
556;Lower Doab;18.0;7.0;7.0;4.0;Cloth;Doab;;Jaunpur;Hindu;Avadhi;Hindustani;Land;Asia;India;Hindustan;Lower Doab
557;Katmandu;8.0;3.0;3.0;2.0;Incense;Lhasa;;Nepal;Hindu;Nepali;Eastern Aryan;Land;Asia;India;Hindustan;Nepal
558;Patna;19.0;7.0;7.0;5.0;Silk;Doab;;Jaunpur;Hindu;Bihari;Eastern Aryan;Land;Asia;India;Hindustan;Bihar
559;Bundelkhand;7.0;2.0;2.0;3.0;Grain;Doab;;Bundelkhand;Hindu;Hindvi;Hindustani;Land;Asia;India;Hindustan;Lower Doab
560;Jharkhand;3.0;1.0;1.0;1.0;Ivory;Bengal;;Jharkhand;Hindu;Jharkandi;Central Indian;Land;Asia;India;Bengal;Jharkhand
561;Bengal Delta;24.0;9.0;9.0;6.0;Silk;Bengal;Ganges Estuary;Bengal;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;West Bengal
562;Koch;6.0;2.0;2.0;2.0;Grain;Bengal;;Koch;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;North Bengal
563;Gauda;19.0;7.0;7.0;5.0;Paper;Bengal;;Bengal;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;West Bengal
564;Dhaka;15.0;5.0;6.0;4.0;Cloth;Bengal;Ganges Estuary;Bengal;Hindu;Bengali;Eastern Aryan;Land;Asia;India;Bengal;East Bengal
565;Bhutan;5.0;2.0;2.0;1.0;Wool;Lhasa;;U-tsang;Vajrayana;Tibetan;Burman;Land;Asia;Tartary;Tibet;Tsang
